App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,4.4,7,17.0,500,Free,0,Everyone,Travel & Local,"October 9, 2017",4.4W and up
Autool BT-BOX,TOOLS,3.5,4,17.0,500,Free,0,Everyone,Tools,"May 12, 2018",4.3 and up
HD Wallpapers Volvo FH Trucks,PERSONALIZATION,,4,17.0,500,Free,0,Teen,Personalization,"June 21, 2016",2.3.3 and up
AW TeamUp,NEWS_AND_MAGAZINES,4.6,9,17.0,500,Free,0,Everyone,News & Magazines,"June 4, 2018",4.1 and up
CAM5678 Video Chat,DATING,,0,39.0,500,Free,0,Mature 17+,Dating,"July 13, 2018",4.0.3 and up
dk Verk,BUSINESS,4.4,9,31.0,500,Free,0,Everyone,Business,"March 14, 2018",4.1 and up
1st Fed CI Mobile Banking,FINANCE,,0,31.0,500,Free,0,Everyone,Finance,"September 29, 2016",4.1 and up
LEDSHOWTW,TOOLS,4.2,5,31.0,500,Free,0,Everyone,Tools,"April 23, 2018",4.0.3 and up
New: CL-150,FAMILY,2.8,4,4.2,500,Free,0,Everyone,Education,"July 25, 2018",5.0 and up
DV - Digito Verificador,TOOLS,,2,4.2,500,Free,0,Everyone,Tools,"March 2, 2017",4.0 and up
Basic Strategy Training BJ 21,GAME,,0,23.0,500,Free,0,Teen,Casino,"March 7, 2016",2.3 and up
DC Universe Quiz,GAME,4.3,11,23.0,500,Free,0,Everyone,Trivia,"May 22, 2018",4.0.3 and up
EP Search and Find,FAMILY,,20,23.0,500,Free,0,Everyone,Casual,"May 27, 2015",2.3 and up
DT Baby Cam,TOOLS,1.7,10,23.0,500,Free,0,Everyone,Tools,"December 5, 2017",2.2 and up
Holl & Co Barbers,LIFESTYLE,4.7,12,6.0,500,Free,0,Everyone,Lifestyle,"February 26, 2018",4.0 and up
CF Invest,FINANCE,4.4,11,4.6,500,Free,0,Everyone,Finance,"February 2, 2018",4.1 and up
dekoreko-dz,SHOPPING,,16,4.6,500,Free,0,Everyone,Shopping,"March 3, 2018",4.0.3 and up
BZ Dealer,PRODUCTIVITY,,5,4.6,500,Free,0,Everyone,Productivity,"October 31, 2017",4.0.3 and up
Ag Weather Tools,WEATHER,,0,4.6,500,Free,0,Everyone,Weather,"January 9, 2018",5.0 and up
CD Live - Club del Deportista,LIFESTYLE,,8,9.2,500,Free,0,Everyone,Lifestyle,"June 12, 2018",4.1 and up
CA Case Management,BUSINESS,2.4,16,5.2,500,Free,0,Everyone,Business,"May 4, 2016",4.0 and up
DB LINK RGB,TOOLS,2.7,7,5.2,500,Free,0,Everyone,Tools,"June 19, 2017",4.4 and up
Theme Android P Design for LG V30,PERSONALIZATION,4.2,35,5.2,500,Paid,$1.49,Everyone,Personalization,"April 26, 2018",7.0 and up
AB Anywhere Mobile Banking,FINANCE,,3,11.0,500,Free,0,Everyone,Finance,"July 3, 2018",4.4 and up
CX-95WIFI,LIFESTYLE,,6,11.0,500,Free,0,Everyone,Lifestyle,"June 2, 2017",4.0 and up
Comunidad De Fe Minitries,LIFESTYLE,5.0,19,11.0,500,Free,0,Everyone,Lifestyle,"March 1, 2018",4.1 and up
Arto: f.infrared photo,PHOTOGRAPHY,4.1,41,11.0,500,Paid,$1.49,Everyone,Photography,"July 19, 2016",4.4 and up
Dr. ES PV Calculator,TOOLS,5.0,19,11.0,500,Free,0,Everyone,Tools,"March 11, 2018",4.1 and up
The Daily BJ,HEALTH_AND_FITNESS,4.8,38,24.0,500,Free,0,Everyone,Health & Fitness,"July 10, 2018",5.0 and up
Arrhythmias and Dysrhythmias,MEDICAL,,3,24.0,500,Paid,$1.00,Everyone,Medical,"January 24, 2016",4.2 and up
BG Cricket,SPORTS,,6,24.0,500,Free,0,Everyone,Sports,"June 14, 2018",4.2 and up
Catholic La Bu Zo Kam,BOOKS_AND_REFERENCE,5.0,23,5.7,500,Free,0,Everyone,Books & Reference,"March 20, 2016",4.0 and up
Wipe out,EVENTS,4.7,30,6.3,500,Free,0,Teen,Events,"May 23, 2018",Varies with device
Outdoor Movies BC,EVENTS,2.9,7,6.3,500,Free,0,Everyone,Events,"June 22, 2018",4.4 and up
MediBeat for AW - Android (1),HEALTH_AND_FITNESS,,2,8.8,500,Free,0,Everyone,Health & Fitness,"October 24, 2017",Varies with device
EvAk Smart Home,LIFESTYLE,,14,8.35,500,Free,0,Everyone,Lifestyle,"March 13, 2018",4.1 and up
Differential Dx,MEDICAL,4.0,8,11.0,500,Paid,$3.99,Everyone,Medical,"January 19, 2018",Varies with device
Q Actions - Digital Assistant,PRODUCTIVITY,,0,4.0,500,Free,0,Everyone,Productivity,"July 20, 2018",Varies with device
Weather Data CH,WEATHER,,15,4.75,500,Paid,$2.99,Everyone,Weather,"August 9, 2016",Varies with device
EF Spelling Bee,FAMILY,3.0,2,9.4,500,Free,0,Everyone,Education;Education,"October 12, 2017",4.3 and up
Gainesville Florida Police Department,LIFESTYLE,4.8,4,15.0,500,Free,0,Everyone,Lifestyle,"November 22, 2017",4.1 and up
"G Theme 2 for LG V30, LG G6",PERSONALIZATION,4.3,25,15.0,500,Paid,$1.49,Everyone,Personalization,"December 13, 2017",7.0 and up
Titanic App - Feminist Dating Application,DATING,4.5,120,10.0,500,Free,0,Mature 17+,Dating,"August 4, 2018",5.0 and up
Travelmoji,FAMILY,3.9,13,10.0,500,Free,0,Everyone,Education,"June 24, 2016",4.3 and up
Cardi B HD Wallpapers Lock Screen,PERSONALIZATION,4.5,2,10.0,500,Free,0,Mature 17+,Personalization,"June 10, 2018",4.0.3 and up
Wifi BT Scanner,FAMILY,5.0,2,1.2,500,Free,0,Everyone,Education,"November 3, 2016",4.0.3 and up
Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2,500,Free,0,Everyone,Entertainment,"May 4, 2016",4.0.3 and up
FP BW LCD View,FAMILY,3.4,16,1.2,500,Free,0,Everyone,Entertainment,"March 31, 2016",4.0.3 and up
FHR 5-Tier 2.0,MEDICAL,5.0,2,1.2,500,Paid,$2.99,Everyone,Medical,"December 16, 2015",4.0 and up
BC Hospital Wait Times,MEDICAL,4.2,8,1.2,500,Free,0,Everyone,Medical,"January 19, 2016",4.1 and up
CURSUM B,GAME,,30,26.0,500,Paid,$0.99,Everyone,Racing,"June 20, 2017",2.3 and up
Baby Game Animal Jam Free,GAME,2.8,9,26.0,500,Free,0,Everyone,Board,"March 24, 2017",2.3 and up
Adventure Quest World Mobile Quiz,FAMILY,4.6,28,26.0,500,Free,0,Everyone,Puzzle,"January 16, 2018",4.0.3 and up
Clash Soundboard For CR & COC,FAMILY,4.3,13,26.0,500,Free,0,Everyone,Entertainment,"January 3, 2018",4.0.3 and up
BJ Toys,SHOPPING,4.7,55,8.0,500,Free,0,Everyone,Shopping,"April 11, 2018",4.0.3 and up
DB BAHN,TRAVEL_AND_LOCAL,,4,8.0,500,Free,0,Everyone,Travel & Local,"December 19, 2017",4.0 and up
Toyota Cruisers & Trucks Mag,TRAVEL_AND_LOCAL,4.5,10,8.0,500,Free,0,Everyone,Travel & Local,"March 14, 2018",4.4 and up
Calvin Klein Petite Dresses,BEAUTY,,0,3.7,500,Free,0,Everyone,Beauty,"March 23, 2018",4.1 and up
Valmet CI Tool,BUSINESS,,1,3.7,500,Free,0,Everyone,Business,"March 13, 2018",4.0 and up
EasyLive - FB Live Helper,BUSINESS,,6,3.7,500,Free,0,Teen,Business,"June 25, 2018",5.0 and up
"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3.7,500,Paid,$4.99,Everyone,Communication,"May 18, 2018",4.0.3 and up
Meet With Strangers: Video Chat & Dating,DATING,,2,3.7,500,Free,0,Mature 17+,Dating,"July 16, 2018",4.0 and up
TFO BZ Lessons,FAMILY,4.4,75,3.7,500,Free,0,Everyone,Education,"April 28, 2017",4.1 and up
Best CG Backgrounds,FAMILY,3.6,8,3.7,500,Free,0,Everyone,Entertainment,"May 20, 2018",4.0.3 and up
AI Image Recognizer (beta),PHOTOGRAPHY,,0,3.7,500,Free,0,Everyone,Photography,"September 13, 2017",4.0 and up
A-Z Screen Recorder -,VIDEO_PLAYERS,,17,3.7,500,Free,0,Everyone,Video Players & Editors,"July 23, 2018",4.4 and up
BG Products,AUTO_AND_VEHICLES,4.8,4,4.5,500,Free,0,Everyone,Auto & Vehicles,"November 28, 2017",5.0 and up
Aegis BT,BUSINESS,4.8,16,4.5,500,Free,0,Everyone,Business,"September 6, 2017",4.1 and up
DG-App,TOOLS,5.0,1,4.5,500,Free,0,Everyone,Tools,"November 29, 2017",4.1 and up
ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500,Paid,$8.99,Everyone,Productivity,"November 3, 2016",4.0 and up
Tutorials for R Programming Offline,FAMILY,,2,4.4,500,Free,0,Everyone,Education,"December 4, 2017",4.0 and up
DS Creator 2.0,TOOLS,1.0,2,4.4,500,Free,0,Everyone,Tools,"March 23, 2018",4.0 and up
"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5,500,Paid,$0.99,Everyone,Books & Reference,"August 30, 2013",2.1 and up
DW Witness,BUSINESS,4.0,6,3.5,500,Free,0,Everyone,Business,"May 14, 2018",5.0 and up
Bacterial Vaginosis 🇺🇸,HEALTH_AND_FITNESS,,1,3.5,500,Free,0,Teen,Health & Fitness,"November 1, 2017",2.3 and up
CG Wallpapers,FAMILY,4.5,11,3.5,500,Free,0,Mature 17+,Entertainment,"June 19, 2018",4.0.3 and up
Imperium CF,SPORTS,,9,3.5,500,Free,0,Everyone,Sports,"March 22, 2017",4.0.3 and up
Bacterial vaginosis Treatment - Sexual disease,HEALTH_AND_FITNESS,5.0,2,5.9,500,Free,0,Everyone,Health & Fitness,"June 25, 2018",4.0.3 and up
CG Backgrounds,FAMILY,4.0,8,3.6,500,Free,0,Everyone,Entertainment,"June 19, 2018",4.0.3 and up
Diabetes Testing,MEDICAL,,1,3.6,500,Free,0,Mature 17+,Medical,"July 26, 2018",4.0.3 and up
"""i DT"" Fútbol. Todos Somos Técnicos.",SPORTS,,27,3.6,500,Free,0,Everyone,Sports,"October 7, 2017",4.1 and up
Hertfordshire FA,SPORTS,,0,3.6,500,Free,0,Everyone,Sports,"January 18, 2017",4.0.3 and up
Calculator Fn,TOOLS,,9,3.6,500,Free,0,Everyone,Tools,"November 12, 2015",4.0 and up
BTS J-Hope Wallpaper HD for KPOP Fans,PERSONALIZATION,,4,3.6,500,Free,0,Everyone,Personalization,"July 26, 2018",4.0 and up
Barcelona FC Noticias Live,NEWS_AND_MAGAZINES,,2,3.6,500,Free,0,Everyone,News & Magazines,"February 4, 2018",4.0.3 and up
BM Tahmin: Ücretsiz İddaa Tahminleri,SPORTS,,7,1.9,500,Free,0,Everyone,Sports,"December 11, 2017",4.0.3 and up
CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4.0,4,8.2,500,Free,0,Everyone,Productivity,"July 11, 2018",4.0.3 and up
Calvary.ch App,LIFESTYLE,4.4,10,7.7,500,Free,0,Teen,Lifestyle,"June 25, 2018",4.1 and up
La Fe de Jesús,BOOKS_AND_REFERENCE,,10,2.9,500,Free,0,Everyone,Books & Reference,"August 23, 2017",4.0.3 and up
Aqw&3d Design Notes Manager,FAMILY,4.5,11,2.9,500,Free,0,Everyone,Entertainment,"August 15, 2017",4.0.3 and up
JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500,Free,0,Everyone,Medical,"July 21, 2018",4.0.3 and up
JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500,Free,0,Everyone,Medical,"July 21, 2018",4.0.3 and up
Antenna Tool Premium,TOOLS,4.5,14,2.9,500,Paid,$0.99,Everyone,Tools,"October 26, 2017",4.0.3 and up
W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3.8,11,2.9,500,Paid,$1.99,Everyone,Weather,"April 23, 2018",4.1 and up
DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9,500,Free,0,Everyone,Video Players & Editors,"October 20, 2015",5.0 and up
DT Practice,BUSINESS,,6,5.7,500,Free,0,Everyone,Business,"October 6, 2017",4.4 and up
Age of AI: War Strategy,FAMILY,4.6,71,5.7,500,Paid,$2.49,Everyone,Strategy,"March 14, 2018",4.0 and up
iCard BD Plus,SOCIAL,5.0,2,2.4,500,Free,0,Everyone,Social,"July 15, 2016",2.0 and up
CJ's Coffee Cafe,TRAVEL_AND_LOCAL,5.0,6,2.4,500,Free,0,Everyone,Travel & Local,"August 21, 2017",4.0.3 and up
TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27.0,500,Paid,$4.99,Everyone,Education,"July 21, 2018",4.1 and up
Ebenezer AH,MEDICAL,4.0,4,27.0,500,Free,0,Everyone,Medical,"May 5, 2017",4.0.3 and up
BH Patrole,AUTO_AND_VEHICLES,4.8,27,2.5,500,Free,0,Everyone,Auto & Vehicles,"February 15, 2018",4.4 and up
Best CG Photography,FAMILY,,1,2.5,500,Free,0,Unrated,Entertainment,"June 24, 2015",3.0 and up
Cp Calculator for Evolution:GO,FAMILY,4.8,124,2.5,500,Free,0,Everyone,Entertainment,"August 23, 2016",4.2 and up
Br Browser,SOCIAL,4.9,29,2.5,500,Free,0,Everyone,Social,"March 20, 2018",5.0 and up
CX Ram Booster,TOOLS,3.9,12,2.5,500,Free,0,Everyone,Tools,"June 2, 2017",2.2 and up
YourTube Video Views BG,VIDEO_PLAYERS,,8,2.5,500,Free,0,Everyone,Video Players & Editors,"November 12, 2015",4.0 and up
EG Retail,BUSINESS,2.4,29,16.0,500,Free,0,Everyone,Business,"July 5, 2018",4.1 and up
NFP 2018,EVENTS,4.8,8,16.0,500,Free,0,Everyone,Events,"January 9, 2018",4.2 and up
R-EU-READY,GAME,4.1,13,16.0,500,Free,0,Everyone,Trivia,"March 2, 2016",2.2 and up
EV Bon Dictionary,FAMILY,,11,16.0,500,Free,0,Everyone,Education,"October 28, 2017",4.0 and up
Exposure Ed,MEDICAL,3.0,2,16.0,500,Free,0,Everyone,Medical,"July 17, 2018",4.4 and up
Human Dx,MEDICAL,4.8,6,16.0,500,Free,0,Everyone,Medical,"August 4, 2018",6.0 and up
postit.bm,SHOPPING,,1,16.0,500,Free,0,Everyone,Shopping,"March 14, 2018",4.1 and up
DC-014,PHOTOGRAPHY,5.0,3,16.0,500,Free,0,Everyone,Photography,"June 14, 2018",4.1 and up
CD JUANITO,SPORTS,,6,16.0,500,Free,0,Everyone,Sports,"October 26, 2017",4.1 and up
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4,500,Free,0,Everyone,Dating,"July 16, 2018",4.0.3 and up
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4,500,Free,0,Everyone,Dating,"July 16, 2018",4.0.3 and up
Book of AK-47,LIFESTYLE,3.8,6,3.4,500,Free,0,Everyone,Lifestyle,"March 1, 2016",4.0.3 and up
AX Selfie,LIFESTYLE,4.6,10,3.4,500,Free,0,Everyone,Lifestyle,"August 31, 2015",4.0 and up
Nursing Care Plan NANDA Tables,MEDICAL,3.0,4,3.4,500,Paid,$0.99,Everyone,Medical,"May 9, 2017",2.3.3 and up
K.MOJI,FAMILY,4.8,16,8.9,500,Paid,$1.99,Everyone,Entertainment,"May 9, 2017",4.2 and up
Get SMART ER/LA Opioids,MEDICAL,,0,8.9,500,Free,0,Everyone,Medical,"April 26, 2018",4.0.3 and up
BGKontakti London BG Kontakti,SOCIAL,,4,8.9,500,Free,0,Everyone,Social,"March 23, 2017",3.0 and up
"MexiRoomies - roomies, mexico, df, apt, house room",LIFESTYLE,,2,32.0,500,Free,0,Everyone,Lifestyle,"July 4, 2018",4.0.3 and up
PatientPORTAL by InteliChart,MEDICAL,,1,32.0,500,Free,0,Everyone,Medical,"May 24, 2018",5.0 and up
Modlitební knížka CZ,BOOKS_AND_REFERENCE,,4,18.0,500,Free,0,Everyone,Books & Reference,"February 4, 2018",4.0.3 and up
DN Events,PRODUCTIVITY,,4,18.0,500,Free,0,Teen,Productivity,"June 7, 2018",5.0 and up
EY Events Switzerland,PRODUCTIVITY,,1,18.0,500,Free,0,Teen,Productivity,"June 29, 2018",5.0 and up
BH INVEST,FINANCE,,7,1.1,500,Free,0,Everyone,Finance,"February 5, 2016",3.2 and up
Saiyan Of CW,FAMILY,3.8,5,1.1,500,Free,0,Everyone,Role Playing,"July 31, 2018",4.0.3 and up
Aj Di Awaaz,NEWS_AND_MAGAZINES,,9,1.1,500,Free,0,Everyone,News & Magazines,"September 7, 2016",4.1 and up
Casual Sic Bo (骰寶),FAMILY,4.0,3,2.2,500,Free,0,Teen,Casual,"July 22, 2018",5.0 and up
EC music dictionary,TOOLS,4.4,20,2.2,500,Paid,$1.99,Everyone,Tools,"December 29, 2014",3.0 and up
Fast Notes FJ,PRODUCTIVITY,4.2,12,2.2,500,Free,0,Everyone,Productivity,"August 12, 2014",2.2 and up
Learn SAP BW on HANA,BOOKS_AND_REFERENCE,,0,13.0,500,Free,0,Everyone,Books & Reference,"February 13, 2018",4.0 and up
BT Share It,BUSINESS,4.7,12,13.0,500,Free,0,Everyone,Business,"May 16, 2018",4.4 and up
DK Childcare Centers,LIFESTYLE,,0,13.0,500,Free,0,Everyone,Lifestyle,"April 2, 2018",4.1 and up
Fan App for Reading FC,SPORTS,3.6,9,13.0,500,Free,0,Teen,Sports,"August 6, 2016",4.2 and up
P XPERIA Theme™ | PURPLE - Design For SONY 🎨,PERSONALIZATION,,3,13.0,500,Free,0,Everyone,Personalization,"June 5, 2018",4.4 and up
Video Wallpaper Show,VIDEO_PLAYERS,,0,13.0,500,Free,0,Everyone,Video Players & Editors,"July 26, 2018",4.0.3 and up
DM Buddy » Learn Digital Marketing,FAMILY,5.0,3,1.7,500,Free,0,Everyone,Education,"July 11, 2017",4.1 and up
DCUO|CR Calculator Pro,TOOLS,4.6,82,1.7,500,Paid,$0.99,Everyone,Tools,"August 14, 2017",3.0 and up
CB SMART LIFE,TOOLS,,30,9.0,500,Free,0,Everyone,Tools,"July 3, 2018",4.1 and up
CR-V Service Manual,AUTO_AND_VEHICLES,4.2,12,88.0,500,Free,0,Everyone,Auto & Vehicles,"February 19, 2018",4.1 and up
SnakeBite911 ER,MEDICAL,,1,42.0,500,Free,0,Everyone,Medical,"October 9, 2017",4.1 and up
SnakeBite911 FR,MEDICAL,,1,42.0,500,Free,0,Everyone,Medical,"October 9, 2017",4.1 and up
DQT GPS,BUSINESS,4.0,3,6.3,500,Free,0,Everyone,Business,"October 5, 2015",4.2 and up
Casa CF,HEALTH_AND_FITNESS,4.7,12,6.3,500,Free,0,Everyone,Health & Fitness,"July 12, 2018",4.1 and up
Placement Tips for BE (CE/IT),FAMILY,4.4,7,6.3,500,Free,0,Everyone,Education,"June 24, 2016",4.0 and up
WPBS-DT,FAMILY,5.0,3,6.3,500,Free,0,Everyone,Entertainment,"April 3, 2015",2.3.3 and up
DF Wall Plus – Droid Firewall,TOOLS,,9,6.3,500,Free,0,Everyone,Tools,"August 20, 2017",4.0.3 and up
CG FM,FAMILY,5.0,2,6.6,500,Free,0,Everyone,Entertainment,"January 31, 2018",4.1 and up
Mesure CI,TOOLS,,9,6.6,500,Free,0,Everyone,Tools,"October 4, 2016",4.0 and up
CB Mobile Biz,FINANCE,1.0,3,8.4,500,Free,0,Everyone,Finance,"February 22, 2016",4.0 and up
Catalyst AZ,FAMILY,4.8,12,8.4,500,Free,0,Teen,Education,"June 27, 2018",4.1 and up
Active Soccer 2 DX,SPORTS,3.6,28,48.0,500,Paid,$2.99,Everyone,Sports,"March 28, 2017",1.5 and up
Policy And FD Manager,FINANCE,4.3,20,4.8,500,Free,0,Everyone,Finance,"June 9, 2018",4.4 and up
BJ Bridge Pro 2018,GAME,4.4,17,4.8,500,Paid,$4.49,Everyone,Card,"May 21, 2018",4.0 and up
BG Remover & Eraser Pro,TOOLS,2.2,4,4.8,500,Free,0,Everyone,Tools,"April 3, 2018",2.3 and up
EK Bailey Preaching Conference,EVENTS,5.0,3,30.0,500,Free,0,Everyone,Events,"July 2, 2018",5.1 and up
J Balvin Piano Tiles,GAME,,6,30.0,500,Free,0,Everyone,Music,"May 15, 2018",4.1 and up
CX watcher,FAMILY,4.5,4,30.0,500,Free,0,Everyone,Casual,"June 21, 2018",4.1 and up
Santa Fe Indian Market,FAMILY,3.8,4,30.0,500,Free,0,Everyone,Entertainment,"July 23, 2018",5.0 and up
BC Pizza,LIFESTYLE,2.3,3,2.6,500,Free,0,Everyone,Lifestyle,"January 12, 2016",4.2 and up
Exam Result BD,FAMILY,5.0,2,2.6,500,Free,0,Everyone,Education,"July 22, 2017",3.2 and up
FR Calculator,FAMILY,4.0,7,2.6,500,Free,0,Everyone,Education,"June 18, 2017",4.1 and up
Sanu Ek Pal Chain - Raid,TOOLS,,1,2.6,500,Free,0,Everyone,Tools,"May 12, 2018",4.4W and up
DK Murali,SOCIAL,4.8,65,7.1,500,Free,0,Teen,Social,"February 25, 2017",4.1 and up
Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27,7.1,500,Free,0,Everyone,News & Magazines,"May 6, 2018",4.1 and up
CP Calculator - Poke Go Calc,FAMILY,4.1,7,22.0,500,Free,0,Everyone,Entertainment,"September 17, 2016",4.2 and up
Raytheon F-16 EW 360 VR,FAMILY,4.5,6,22.0,500,Free,0,Everyone,Entertainment,"June 9, 2017",4.4 and up
"Migraine, Headache Diary HeadApp Pro",MEDICAL,4.6,156,22.0,500,Paid,$3.49,Everyone,Medical,"March 14, 2018",4.4 and up
CB Underground,LIFESTYLE,3.3,3,7.4,500,Free,0,Everyone,Lifestyle,"September 15, 2015",3.2 and up
BM Assets,FINANCE,,6,9.9,500,Free,0,Everyone,Finance,"October 25, 2016",2.3.3 and up
BH Recepti,FOOD_AND_DRINK,,3,9.9,500,Free,0,Everyone,Food & Drink,"August 16, 2016",4.0 and up
DF 司機,MAPS_AND_NAVIGATION,,9,9.9,500,Free,0,Everyone,Maps & Navigation,"August 6, 2018",5.0 and up
Live Chat - Free Video Chat Rooms,DATING,4.8,20,4.9,500,Free,0,Mature 17+,Dating,"July 15, 2018",4.0.3 and up
E.W. James & Sons,SHOPPING,,2,4.9,500,Free,0,Everyone,Shopping,"April 11, 2018",5.0 and up
F,TOOLS,,6,4.9,500,Free,0,Everyone,Tools,"May 15, 2018",4.0 and up
Android P 9.0,PERSONALIZATION,3.0,12,4.9,500,Free,0,Everyone,Personalization,"May 30, 2018",4.0.3 and up
Ak-47 Wallpapers 2018,PERSONALIZATION,,7,4.9,500,Free,0,Everyone,Personalization,"March 14, 2018",4.3 and up
Online Chat Girls Meet,DATING,4.7,18,5.0,500,Free,0,Mature 17+,Dating,"July 25, 2018",4.0.3 and up
Learn DS [BETA],FAMILY,4.3,9,5.0,500,Free,0,Everyone,Education,"February 12, 2017",4.0 and up
CP Brown English-Telugu Dictionary,FAMILY,4.4,8,6.8,500,Free,0,Everyone,Education,"November 10, 2017",4.0 and up
Coupons for Burger King,FOOD_AND_DRINK,4.5,41,4.0,500,Free,0,Teen,Food & Drink,"July 17, 2018",5.0 and up
Poteau BA,FAMILY,,3,4.0,500,Free,0,Everyone,Education,"July 16, 2017",5.0 and up
Robin - DC Movie Collection,FAMILY,,1,2.3,500,Free,0,Everyone,Entertainment,"November 19, 2017",4.0 and up
Lyrics of Ek Paheli Leela,FAMILY,5.0,4,2.3,500,Free,0,Everyone,Entertainment,"April 23, 2016",4.0 and up
Tips Microsoft Dynamics Ax,PRODUCTIVITY,,1,2.3,500,Free,0,Everyone,Productivity,"July 8, 2017",4.1 and up
EJ.by,NEWS_AND_MAGAZINES,,10,2.3,500,Free,0,Everyone,News & Magazines,"October 27, 2015",4.0.3 and up
CB Hair Png - New Hair Png For CB Editing,PHOTOGRAPHY,4.6,26,7.2,500,Free,0,Everyone,Photography,"July 29, 2018",4.0 and up
BL Holo Theme,PERSONALIZATION,4.4,18,2.1,500,Paid,$2.00,Everyone,Personalization,"July 1, 2013",2.1 and up
AJ Official,FAMILY,4.6,31,7.3,500,Free,0,Everyone,Education,"May 3, 2017",2.3 and up
PLAYzone.cz,FAMILY,4.4,14,7.3,500,Free,0,Everyone,Entertainment,"November 7, 2017",4.1 and up
AZ Immune Related AEManagement,MEDICAL,3.7,3,7.3,500,Free,0,Everyone,Medical,"May 24, 2018",3.2 and up
Lottery Ticket Checker - Florida Results & Lotto,TOOLS,1.0,3,41.0,500,Free,0,Everyone,Tools,"December 12, 2017",4.2 and up
Fishing Brain & Boating Maps Marine,DATING,,3,6.9,500,Free,0,Everyone,Dating,"July 23, 2018",4.0.3 and up
CX Monthly Tech News,VIDEO_PLAYERS,,2,6.9,500,Free,0,Everyone,Video Players & Editors,"June 9, 2016",4.0 and up
Evolution CP,FAMILY,3.6,13,4.7,500,Free,0,Everyone,Entertainment,"September 4, 2016",4.0.3 and up
AW Browser with Chrome Custom Tabs,TOOLS,4.0,9,4.7,500,Free,0,Everyone,Tools,"May 17, 2018",6.0 and up
DT Fieldlink,BUSINESS,3.0,2,49.0,500,Free,0,Everyone,Business,"September 19, 2017",4.1 and up
Ultimate Control BT,BUSINESS,4.6,14,4.3,500,Free,0,Everyone,Business,"June 6, 2018",4.4 and up
EF Catalogues · Kataloge,BUSINESS,,15,4.3,500,Free,0,Everyone,Business,"September 21, 2016",4.0 and up
Best Auto Call Recorder Free,COMMUNICATION,3.7,7,4.3,500,Free,0,Everyone,Communication,"October 2, 2017",4.1 and up
HHS,MEDICAL,,0,4.3,500,Free,0,Everyone,Medical,"May 30, 2017",4.0 and up
SmartCircle Remote DS,BUSINESS,,2,1.6,500,Free,0,Everyone,Business,"May 22, 2018",5.0 and up
Rádio Sol Nascente DF,COMMUNICATION,,12,1.6,500,Free,0,Everyone,Communication,"July 28, 2016",2.3 and up
DZ Urgences,FAMILY,,16,1.6,500,Free,0,Everyone,Education,"December 21, 2016",4.0 and up
Pin-fo,FAMILY,4.6,19,1.6,500,Free,0,Everyone,Entertainment,"August 15, 2016",2.2 and up
MBU DX Cluster,TOOLS,4.0,5,1.6,500,Free,0,Everyone,Tools,"June 16, 2015",2.3.3 and up
Casa de Bolsa Bx+ Móvil,FINANCE,3.4,5,8.8,500,Free,0,Everyone,Finance,"July 18, 2017",4.0 and up
AK 47 Lock Screen,PERSONALIZATION,4.6,5,8.8,500,Free,0,Mature 17+,Personalization,"February 11, 2018",4.0.3 and up
Le Fe de Jesus,BOOKS_AND_REFERENCE,,3,4.1,500,Free,0,Everyone,Books & Reference,"December 17, 2015",2.3.3 and up
HR Team CQ Region Ed Qld,BUSINESS,,0,4.1,500,Free,0,Everyone,Business,"January 12, 2018",4.0.3 and up
DF BugMeNot,SOCIAL,,7,1.4,500,Free,0,Teen,Social,"October 29, 2015",5.0 and up
EY eMentor,FAMILY,,5,44.0,500,Free,0,Everyone,Education,"November 3, 2016",4.4 and up
CW BLE Peripheral Simulator,COMMUNICATION,,2,1.5,500,Free,0,Everyone,Communication,"March 8, 2017",4.4 and up
SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5.1,500,Free,0,Everyone,Books & Reference,"July 13, 2018",4.4 and up
Downloader plus for FB,SOCIAL,,4,5.1,500,Free,0,Everyone,Social,"December 23, 2017",4.2 and up
Traffic signs BD,COMMUNICATION,4.4,7,5.3,500,Free,0,Everyone,Communication,"October 8, 2015",4.1 and up
ATC Unico BS,COMMUNICATION,,10,5.3,500,Free,0,Everyone,Communication,"October 16, 2015",4.1 and up
BU Students' Rep. Council,FAMILY,4.7,38,5.3,500,Free,0,Everyone,Education,"July 5, 2018",4.0 and up
