App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Beast of Lycan Isle CE,FAMILY,4.1,2683,20.0,"50,000",Free,0,Everyone 10+,Casual,"January 23, 2014",2.3 and up
CK-12: Practice Math & Science,FAMILY,4.2,562,20.0,"50,000",Free,0,Everyone,Education;Education,"December 21, 2017",4.1 and up
BELONG Beating Cancer Together,MEDICAL,4.7,623,20.0,"50,000",Free,0,Teen,Medical,"July 29, 2018",4.3 and up
Golden telegram,SOCIAL,4.3,374,20.0,"50,000",Free,0,Everyone,Social,"July 30, 2018",4.1 and up
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,4.9,2739,21.0,"50,000",Free,0,Everyone,Books & Reference,"July 17, 2018",3.0 and up
Current debit card and app made for teens,FINANCE,4.3,685,21.0,"50,000",Free,0,Everyone,Finance,"August 3, 2018",4.4 and up
Mama Lala 's song,LIBRARIES_AND_DEMO,,102,21.0,"50,000",Free,0,Everyone,Libraries & Demo,"July 1, 2018",2.3 and up
Zowi App,FAMILY,4.5,516,21.0,"50,000",Free,0,Everyone,Education;Education,"December 21, 2016",4.0.3 and up
FCB Connect - FC Barcelona,SOCIAL,4.5,795,21.0,"50,000",Free,0,Teen,Social,"June 7, 2018",4.1 and up
R-TYPE II,GAME,4.3,5682,37.0,"50,000",Paid,$1.99,Everyone,Arcade,"March 2, 2017",2.3.3 and up
Z Origins - (Z The Game),FAMILY,4.6,4421,37.0,"50,000",Paid,$2.99,Teen,Strategy,"November 5, 2014",2.2 and up
CTRL-F - Search the real world,PRODUCTIVITY,4.4,607,37.0,"50,000",Free,0,Everyone,Productivity,"July 24, 2016",4.0.3 and up
Speedometer with G-FORCE meter,TOOLS,3.8,415,2.7,"50,000",Free,0,Everyone,Tools,"June 1, 2017",2.3 and up
Lake Michigan CU Mobile,FINANCE,4.0,732,5.5,"50,000",Free,0,Everyone,Finance,"April 2, 2018",4.0 and up
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,"50,000",Free,0,Everyone,Board;Brain Games,"June 13, 2018",4.0 and up
CompTIA Exam Training,FAMILY,4.8,3053,17.0,"50,000",Free,0,Everyone,Education,"July 3, 2018",4.2 and up
EF Parеnts,FAMILY,4.1,435,17.0,"50,000",Free,0,Everyone,Education,"June 21, 2018",4.1 and up
PulsePoint AED,MEDICAL,4.5,330,17.0,"50,000",Free,0,Everyone,Medical,"July 31, 2018",4.0.3 and up
EF Mentor: Words,FAMILY,4.0,403,39.0,"50,000",Free,0,Teen,Education,"July 30, 2018",4.1 and up
Nose Surgery ER Simulator Lite,FAMILY,3.1,269,39.0,"50,000",Free,0,Teen,Educational,"June 3, 2017",4.0 and up
Portes du Soleil,SPORTS,3.1,500,39.0,"50,000",Free,0,Everyone,Sports,"February 16, 2018",4.1 and up
bm offers,LIFESTYLE,3.2,320,31.0,"50,000",Free,0,Everyone,Lifestyle,"December 13, 2017",4.2 and up
Quiz CS:GO players,GAME,4.4,460,31.0,"50,000",Free,0,Everyone,Trivia,"June 23, 2018",4.0.3 and up
FR: My Secret Pets!,FAMILY,4.0,785,31.0,"50,000",Free,0,Teen,Entertainment,"June 3, 2015",3.0 and up
Südtirol2Go,MAPS_AND_NAVIGATION,3.3,555,31.0,"50,000",Free,0,Everyone,Maps & Navigation,"December 20, 2017",4.0 and up
Beauty Tips - Beauty Tips in Sinhala,BEAUTY,4.4,75,4.2,"50,000",Free,0,Everyone,Beauty,"October 18, 2017",4.0.3 and up
Taha Al Junaid Quran Mp3,LIFESTYLE,4.6,518,4.2,"50,000",Free,0,Everyone,Lifestyle,"March 25, 2017",2.3.3 and up
Artificial Intelligence,FAMILY,3.9,339,4.2,"50,000",Free,0,Everyone,Education,"April 5, 2018",4.0 and up
Morse Player Free,FAMILY,4.2,268,4.2,"50,000",Free,0,Everyone,Education,"January 23, 2017",3.0 and up
ConnectLine,MEDICAL,3.1,253,4.2,"50,000",Free,0,Everyone,Medical,"September 12, 2016",2.3.3 and up
CP Plus Showcase,BUSINESS,4.3,236,7.0,"50,000",Free,0,Everyone,Business,"March 9, 2018",4.0 and up
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0,"50,000",Free,0,Everyone,House & Home,"May 30, 2018",4.0.3 and up
auto Call Recorder 2018,LIBRARIES_AND_DEMO,4.5,929,7.0,"50,000",Free,0,Everyone,Libraries & Demo,"February 16, 2018",4.0 and up
BP Scanner Prank,FAMILY,4.1,157,7.0,"50,000",Free,0,Everyone,Entertainment,"September 20, 2016",4.0.3 and up
DP Status 2017,PHOTOGRAPHY,4.2,302,7.0,"50,000",Free,0,Everyone,Photography,"June 15, 2017",4.1 and up
MultiMessage for FB Messenger,PRODUCTIVITY,4.2,182,7.0,"50,000",Free,0,Everyone,Productivity,"April 28, 2018",4.2 and up
HD Mickey Minnie Wallpapers,ART_AND_DESIGN,4.7,118,23.0,"50,000",Free,0,Everyone,Art & Design,"July 7, 2018",4.1 and up
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23.0,"50,000",Free,0,Everyone,Books & Reference,"February 15, 2015",2.2 and up
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493,23.0,"50,000",Free,0,Everyone,Entertainment,"June 15, 2018",4.4 and up
Shiver: Moonlit Grove CE,FAMILY,4.1,3433,23.0,"50,000",Free,0,Everyone 10+,Casual,"March 14, 2016",2.3.3 and up
EF Classroom,FAMILY,3.2,190,23.0,"50,000",Free,0,Everyone,Education,"July 23, 2018",5.0 and up
Break the Egg,FAMILY,2.6,366,6.0,"50,000",Free,0,Everyone,Entertainment,"January 5, 2018",4.0 and up
DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,4.3,386,6.0,"50,000",Free,0,Everyone,News & Magazines,"October 27, 2017",4.1 and up
CW TV,NEWS_AND_MAGAZINES,1.7,367,6.1,"50,000",Free,0,Everyone,News & Magazines,"March 2, 2018",4.0 and up
Methods of teeth whitening,BEAUTY,4.7,257,4.6,"50,000",Free,0,Everyone,Beauty,"August 7, 2017",4.0.3 and up
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4.6,"50,000",Free,0,Everyone,News & Magazines,"August 5, 2018",4.1 and up
Sketchfab,FAMILY,4.3,906,9.2,"50,000",Free,0,Mature 17+,Entertainment,"March 9, 2018",4.4 and up
Florida 511,TOOLS,3.2,148,9.2,"50,000",Free,0,Everyone,Tools,"August 14, 2017",4.0.3 and up
Art Drawing Ideas,ART_AND_DESIGN,4.1,227,5.2,"50,000",Free,0,Everyone,Art & Design,"May 31, 2018",2.3 and up
"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3.9,145,5.2,"50,000",Free,0,Everyone,Tools,"May 15, 2018",4.1 and up
"Free Professional Resume Builder, CV, Cover Letter",BUSINESS,4.2,831,11.0,"50,000",Free,0,Everyone,Business,"June 13, 2018",4.0 and up
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,"50,000",Free,0,Mature 17+,Comics,"July 7, 2018",4.1 and up
Series Valley of the Wolves full of part,EVENTS,4.6,731,11.0,"50,000",Free,0,Everyone,Events,"December 24, 2017",4.0 and up
Popeyes® App,FOOD_AND_DRINK,3.7,61,11.0,"50,000",Free,0,Everyone,Food & Drink,"July 23, 2018",4.1 and up
Learn C [NEW],FAMILY,4.5,349,11.0,"50,000",Free,0,Everyone,Education,"March 16, 2018",4.0 and up
Cambridge English FC,FAMILY,4.4,761,11.0,"50,000",Free,0,Everyone,Education,"October 6, 2016",4.0 and up
Be My Love Animated Keyboard,PERSONALIZATION,4.6,838,11.0,"50,000",Free,0,Teen,Personalization,"March 30, 2018",4.1 and up
ES-IPTV,VIDEO_PLAYERS,4.0,944,11.0,"50,000",Free,0,Everyone,Video Players & Editors,"October 15, 2017",4.1 and up
News 8 San Diego,NEWS_AND_MAGAZINES,4.2,1137,11.0,"50,000",Free,0,Everyone,News & Magazines,"July 23, 2018",4.3 and up
Educators CU Mobile Banking,FINANCE,4.6,1992,24.0,"50,000",Free,0,Everyone,Finance,"June 20, 2018",5.0 and up
First Tech Federal CU,FINANCE,4.3,4290,24.0,"50,000",Free,0,Everyone,Finance,"July 19, 2018",5.0 and up
OTOME of Ikemen cafe,FAMILY,4.5,1318,24.0,"50,000",Free,0,Teen,Simulation,"March 5, 2018",4.1 and up
Ulysse Speedometer Pro,AUTO_AND_VEHICLES,4.6,4140,9.0,"50,000",Paid,$1.99,Everyone,Auto & Vehicles,"May 13, 2018",Varies with device
SAT Vocabulary,EDUCATION,4.2,642,6.95,"50,000",Free,0,Everyone,Education,"June 5, 2018",Varies with device
"Zombies, Run! 5k Training (Free)",HEALTH_AND_FITNESS,4.0,267,8.8,"50,000",Free,0,Teen,Health & Fitness,"August 1, 2018",Varies with device
Daily Ab Workout,HEALTH_AND_FITNESS,4.6,2901,8.8,"50,000",Paid,$1.99,Everyone,Health & Fitness,"June 14, 2018",Varies with device
We're Working Out - Al Kavadlo,HEALTH_AND_FITNESS,4.3,979,8.8,"50,000",Free,0,Everyone,Health & Fitness,"December 24, 2017",Varies with device
Public Digital Library,LIBRARIES_AND_DEMO,3.9,2087,1.95,"50,000",Free,0,Everyone,Libraries & Demo,"July 30, 2018",Varies with device
eBiblio,LIBRARIES_AND_DEMO,3.4,2907,1.95,"50,000",Free,0,Everyone,Libraries & Demo,"June 22, 2018",Varies with device
Simple x3DS Emulator - BETA,GAME,,0,36.0,"50,000",Free,0,Everyone,Arcade,"June 13, 2018",Varies with device
C4droid - C/C++ compiler & IDE,FAMILY,4.7,2890,19.0,"50,000",Paid,$2.99,Everyone,Education,"August 26, 2017",Varies with device
AQ: First Contact,FAMILY,,0,19.0,"50,000",Free,0,Everyone,Strategy,"July 26, 2018",Varies with device
AR Dragon Pet,FAMILY,,0,19.0,"50,000",Free,0,Everyone,Casual,"November 9, 2017",Varies with device
Learn Bulgarian Free,FAMILY,4.7,3049,19.0,"50,000",Free,0,Everyone,Education,"May 4, 2018",Varies with device
Yuzu eReader,FAMILY,1.9,250,19.0,"50,000",Free,0,Everyone,Education,"July 18, 2018",Varies with device
CS Guns Shoot,FAMILY,3.7,433,19.0,"50,000",Free,0,Teen,Entertainment,"August 1, 2013",2.2 and up
Hadith du jour,FAMILY,4.4,276,19.0,"50,000",Free,0,Everyone,Education,"March 22, 2016",Varies with device
Learn Italian with MosaLingua,FAMILY,4.7,1719,19.0,"50,000",Paid,$4.99,Teen,Education,"May 31, 2018",Varies with device
Menstrual Calendar Premium,MEDICAL,4.4,4207,11.0,"50,000",Paid,$3.99,Everyone,Medical,"July 26, 2013",Varies with device
Differential Dx Free,MEDICAL,4.0,238,11.0,"50,000",Free,0,Everyone 10+,Medical,"January 7, 2018",Varies with device
Doctr – ER wait times in Canada,MEDICAL,4.2,980,11.0,"50,000",Free,0,Everyone,Medical,"August 4, 2018",Varies with device
BeFunky Photo Editor Pro,PHOTOGRAPHY,4.5,4724,6.9,"50,000",Paid,$1.99,Everyone,Photography,"August 14, 2017",Varies with device
Mike V: Skateboard Party PRO,SPORTS,4.2,2506,14.0,"50,000",Paid,$3.99,Everyone,Sports,"January 23, 2017",Varies with device
My AEK - Official ΑΕΚ FC app,SPORTS,4.8,3346,14.0,"50,000",Free,0,Everyone,Sports,"January 18, 2018",Varies with device
VictronConnect,TOOLS,3.8,400,3.4,"50,000",Free,0,Everyone,Tools,"July 5, 2018",4.1 and up
FlashLight HD LED Pro,TOOLS,4.7,4928,3.4,"50,000",Paid,$2.99,Everyone,Tools,"July 28, 2018",Varies with device
Ex Explorer : Dual view exproler / file manager,TOOLS,3.9,361,3.4,"50,000",Free,0,Everyone,Tools,"July 12, 2018",Varies with device
EZ Bluetooth,TOOLS,4.2,789,3.4,"50,000",Free,0,Everyone,Tools,"August 5, 2014",Varies with device
BS Calendar / Patro / पात्रो,PRODUCTIVITY,4.2,218,4.0,"50,000",Free,0,Everyone,Productivity,"July 15, 2018",Varies with device
Child Growth Tracking,PARENTING,4.4,498,10.05,"50,000",Free,0,Everyone,Parenting,"July 25, 2018",4.4 and up
bgtime.tv,VIDEO_PLAYERS,3.4,694,4.65,"50,000",Free,0,Everyone,Video Players & Editors,"July 27, 2018",Varies with device
BSPlayer,VIDEO_PLAYERS,4.2,4585,4.65,"50,000",Paid,$5.99,Everyone,Video Players & Editors,"March 30, 2018",Varies with device
TMJ4.com - WTMJ-TV Milwaukee,NEWS_AND_MAGAZINES,3.8,728,6.3,"50,000",Free,0,Everyone 10+,News & Magazines,"July 5, 2018",Varies with device
WKBW 7 Eyewitness News,NEWS_AND_MAGAZINES,4.0,509,6.3,"50,000",Free,0,Everyone,News & Magazines,"July 5, 2018",Varies with device
"Dynavix - Navigation, Maps, Traffic data & Cameras",MAPS_AND_NAVIGATION,4.2,1688,6.5,"50,000",Free,0,Everyone,Maps & Navigation,"August 3, 2018",4.0 and up
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4,"50,000",Free,0,Teen,Health & Fitness,"August 23, 2017",4.0.3 and up
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4,"50,000",Free,0,Teen,Health & Fitness,"August 23, 2017",4.0.3 and up
G-Download Manager,TOOLS,4.1,802,9.4,"50,000",Free,0,Everyone,Tools,"May 24, 2018",4.1 and up
MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,"50,000",Free,0,Mature 17+,Comics,"August 1, 2018",4.1 and up
Redwood CU v3.1.0,FINANCE,3.8,480,15.0,"50,000",Free,0,Everyone,Finance,"May 24, 2018",4.0 and up
FE CREDIT - TET VUI,FINANCE,4.1,125,15.0,"50,000",Free,0,Everyone,Finance,"March 6, 2018",4.1 and up
Etta Homes,LIFESTYLE,4.2,220,15.0,"50,000",Free,0,Everyone,Lifestyle,"July 26, 2018",5.0 and up
12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759,15.0,"50,000",Free,0,Everyone 10+,Lifestyle,"January 22, 2018",4.1 and up
Alif Ba Ta Song - Arabic Kids,FAMILY,4.5,227,15.0,"50,000",Free,0,Everyone,Educational;Education,"February 24, 2018",2.3 and up
Digital Falak,TOOLS,4.7,3408,15.0,"50,000",Free,0,Everyone,Tools,"May 30, 2018",4.1 and up
DS router,TOOLS,3.8,253,15.0,"50,000",Free,0,Everyone,Tools,"June 13, 2018",4.1 and up
FK Crvena Zvezda Izzy,TOOLS,4.8,1456,15.0,"50,000",Free,0,Everyone,Tools,"November 14, 2016",4.4 and up
Learning English for children,PARENTING,,67,15.0,"50,000",Free,0,Everyone,Parenting;Education,"April 18, 2018",2.3 and up
DZ PROMOS - Promotions & Sale Alerts in Algeria,SHOPPING,4.1,331,10.0,"50,000",Free,0,Everyone,Shopping,"August 10, 2017",4.0.3 and up
"Easy Resume Builder, Resume help, Curriculum vitae",TOOLS,4.3,996,10.0,"50,000",Free,0,Everyone,Tools,"September 28, 2017",4.0.3 and up
Real AI,FAMILY,3.8,949,1.2,"50,000",Free,0,Everyone,Entertainment,"July 22, 2018",4.0 and up
Patient Portal,MEDICAL,2.8,66,1.2,"50,000",Free,0,Everyone,Medical,"October 25, 2016",4.0.3 and up
Add-On: Alcatel (h),PRODUCTIVITY,4.5,107,1.2,"50,000",Free,0,Everyone,Productivity,"May 19, 2015",4.0 and up
Luxy Pro- Elite Dating Single,DATING,3.9,742,26.0,"50,000",Free,0,Mature 17+,Dating,"April 7, 2018",4.0.3 and up
Kicker U Lite,LIFESTYLE,4.1,438,26.0,"50,000",Free,0,Everyone,Lifestyle,"September 27, 2013",2.1 and up
AE Solitaire,GAME,4.3,1776,26.0,"50,000",Free,0,Everyone,Card,"January 4, 2018",4.0.3 and up
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26.0,"50,000",Free,0,Teen,Casino,"August 12, 2016",4.0 and up
Painting By Numbers,FAMILY,4.1,213,26.0,"50,000",Free,0,Everyone,Puzzle;Brain Games,"June 8, 2018",4.1 and up
Guardians of Ancora,FAMILY,4.4,969,26.0,"50,000",Free,0,Everyone,Educational;Action & Adventure,"July 20, 2018",2.3.3 and up
European Union Simulator,FAMILY,3.6,688,26.0,"50,000",Free,0,Everyone,Simulation,"September 20, 2016",4.0.3 and up
Lippincott Nursing Advisor,MEDICAL,3.8,343,26.0,"50,000",Free,0,Everyone,Medical,"May 1, 2018",4.1 and up
"BT Dating -Find your match, help cupid, be social",SOCIAL,4.1,158,26.0,"50,000",Free,0,Mature 17+,Social,"July 19, 2018",4.1 and up
Wifi Action Camera,PHOTOGRAPHY,2.9,118,26.0,"50,000",Free,0,Everyone,Photography,"July 24, 2018",4.0 and up
Florida State Gameday,SPORTS,4.7,1566,26.0,"50,000",Free,0,Everyone,Sports,"July 13, 2018",4.1 and up
AC Remote for O General - NOW FREE,TOOLS,3.7,274,26.0,"50,000",Free,0,Everyone,Tools,"July 30, 2018",4.2 and up
AC Remote for Daikin - NOW FREE,TOOLS,3.5,383,26.0,"50,000",Free,0,Everyone,Tools,"July 30, 2018",4.2 and up
AC Remote for Sharp - NOW FREE,TOOLS,3.7,332,26.0,"50,000",Free,0,Everyone,Tools,"July 30, 2018",4.2 and up
AL.com,NEWS_AND_MAGAZINES,3.4,803,8.0,"50,000",Free,0,Everyone 10+,News & Magazines,"July 23, 2018",4.1 and up
Graffiti Letters (A-Z),LIFESTYLE,3.9,386,7.9,"50,000",Free,0,Everyone,Lifestyle,"February 18, 2017",4.0 and up
Smart Air Conditioner(CAC),TOOLS,3.2,409,7.9,"50,000",Free,0,Everyone,Tools,"May 25, 2018",2.2 and up
Cardi B Wallpaper,ART_AND_DESIGN,4.8,253,3.7,"50,000",Free,0,Everyone,Art & Design,"November 1, 2017",4.0 and up
Manicure - nail design,BEAUTY,,119,3.7,"50,000",Free,0,Everyone,Beauty,"July 23, 2018",4.1 and up
Run on Earth,HEALTH_AND_FITNESS,2.4,577,3.7,"50,000",Free,0,Everyone,Health & Fitness,"April 25, 2018",4.0 and up
INFAMY RO,FAMILY,4.1,2167,3.7,"50,000",Free,0,Everyone,Role Playing,"December 14, 2017",4.3 and up
SH Script Runner,PRODUCTIVITY,3.9,334,3.7,"50,000",Free,0,Everyone,Productivity,"January 2, 2018",4.1 and up
T. Rowe Price Personal® App,FINANCE,4.5,1057,4.5,"50,000",Free,0,Everyone,Finance,"July 6, 2018",6.0 and up
Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,"50,000",Free,0,Teen,Lifestyle,"July 27, 2017",4.1 and up
myLPG.eu,TRAVEL_AND_LOCAL,4.2,556,4.4,"50,000",Free,0,Everyone,Travel & Local,"July 25, 2018",4.0 and up
AK 47 Live Wallpaper,PERSONALIZATION,4.1,585,4.4,"50,000",Free,0,Everyone,Personalization,"June 20, 2018",4.1 and up
To-do list,PRODUCTIVITY,4.4,688,4.4,"50,000",Free,0,Everyone,Productivity,"July 17, 2018",4.0 and up
Online Girls Chat,DATING,4.8,5323,3.5,"50,000",Free,0,Mature 17+,Dating,"April 21, 2018",4.0.3 and up
U Assist - Screen Mirroring & Sharing App,PRODUCTIVITY,4.0,198,3.5,"50,000",Free,0,Everyone,Productivity,"January 26, 2017",2.3 and up
Numerica CU,FINANCE,3.8,472,8.6,"50,000",Free,0,Everyone,Finance,"February 21, 2018",4.0 and up
Birdays - Birthday reminder,EVENTS,4.5,2153,5.9,"50,000",Free,0,Everyone,Events,"December 14, 2017",4.1 and up
Deportivo Toluca FC,SPORTS,4.7,2317,5.9,"50,000",Free,0,Everyone,Sports,"July 26, 2018",5.0 and up
FREE Stock Market Trading Tips,FINANCE,3.9,714,3.6,"50,000",Free,0,Everyone,Finance,"June 7, 2017",2.3.3 and up
Map Callouts for CS:GO,GAME,4.3,211,3.6,"50,000",Free,0,Everyone,Action,"January 26, 2018",4.0.3 and up
Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,434,3.6,"50,000",Free,0,Everyone,Tools,"August 8, 2018",4.0.3 and up
C++ Tutorials,EDUCATION,4.1,358,1.9,"50,000",Free,0,Everyone,Education,"August 21, 2014",2.3 and up
Shortcuts for After Effects,FAMILY,3.7,464,1.9,"50,000",Free,0,Everyone,Education,"August 9, 2014",2.3 and up
Dp for girls,ART_AND_DESIGN,4.2,175,8.2,"50,000",Free,0,Everyone,Art & Design,"May 26, 2017",4.0.3 and up
La Poupée du Voyant,FAMILY,4.4,265,8.2,"50,000",Free,0,Everyone,Entertainment,"January 6, 2017",4.1 and up
Lie Detector,FAMILY,3.1,306,2.9,"50,000",Free,0,Everyone,Simulation,"April 4, 2017",4.0.3 and up
SPEED L,SHOPPING,4.3,85,2.9,"50,000",Free,0,Everyone,Shopping,"June 26, 2018",4.4 and up
Analog and Digital Clock AW-7,TOOLS,4.0,202,2.9,"50,000",Free,0,Everyone,Tools,"March 15, 2018",4.3 and up
Antenna Tool,TOOLS,4.2,522,2.9,"50,000",Free,0,Everyone,Tools,"October 26, 2017",4.0.3 and up
AJ Academy: Amazing Animals,FAMILY,4.5,1564,35.0,"50,000",Free,0,Everyone,Educational;Education,"May 25, 2018",4.1 and up
Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,246,35.0,"50,000",Free,0,Teen,Casual,"September 23, 2016",2.3 and up
ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,3.3,439,35.0,"50,000",Free,0,Everyone,Video Players & Editors,"March 4, 2016",4.0 and up
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54.0,"50,000",Free,0,Teen,Action,"November 24, 2017",2.3 and up
App Seguridad AV Villas,FINANCE,2.3,251,5.7,"50,000",Free,0,Everyone,Finance,"October 12, 2017",4.0 and up
P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7,"50,000",Free,0,Everyone,Personalization,"April 13, 2018",4.1 and up
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7,"50,000",Free,0,Everyone,News & Magazines,"April 8, 2017",4.1 and up
B&W Photo Filter Editor,PHOTOGRAPHY,3.9,205,2.4,"50,000",Free,0,Everyone,Photography,"July 29, 2017",4.0 and up
Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27.0,"50,000",Free,0,Everyone,Books & Reference,"April 22, 2018",4.1 and up
Freitas Auctioneer Official,EVENTS,3.7,100,27.0,"50,000",Free,0,Everyone,Events,"December 15, 2017",4.0.3 and up
DRAGON QUEST VIII,FAMILY,4.5,7812,27.0,"50,000",Paid,$19.99,Everyone 10+,Role Playing,"April 4, 2017",4.0 and up
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,325,27.0,"50,000",Free,0,Everyone,Educational,"June 12, 2018",4.1 and up
AC Remote for Haier - NOW FREE,TOOLS,3.9,336,27.0,"50,000",Free,0,Everyone,Tools,"July 30, 2018",4.2 and up
Used Cars Mexico,AUTO_AND_VEHICLES,4.0,190,2.5,"50,000",Free,0,Everyone,Auto & Vehicles,"October 14, 2016",2.3 and up
C Programs and Reference,BOOKS_AND_REFERENCE,4.2,873,2.5,"50,000",Free,0,Everyone,Books & Reference,"July 31, 2014",2.1 and up
X Browser,COMMUNICATION,4.0,142,2.5,"50,000",Free,0,Everyone,Communication,"December 31, 2017",4.0 and up
3G DZ Configuration,COMMUNICATION,4.3,488,2.5,"50,000",Free,0,Everyone,Communication,"November 19, 2015",3.0 and up
Passenger rights,TRAVEL_AND_LOCAL,3.9,442,2.5,"50,000",Free,0,Everyone,Travel & Local,"January 16, 2018",4.0.3 and up
Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16.0,"50,000",Free,0,Everyone,House & Home,"February 16, 2018",4.4 and up
Block Puzzle : Night in Egypt,FAMILY,4.4,276,16.0,"50,000",Free,0,Everyone,Puzzle;Brain Games,"September 12, 2017",2.3 and up
Baldur's Gate II,FAMILY,4.3,5442,16.0,"50,000",Paid,$9.99,Teen,Role Playing,"June 28, 2018",3.0 and up
Tamago Tap Clicker Egg,FAMILY,3.6,209,16.0,"50,000",Free,0,Everyone,Casual,"October 19, 2016",2.3 and up
ClearCareGo Caregiver,MEDICAL,4.2,1746,16.0,"50,000",Free,0,Everyone,Medical,"July 25, 2018",4.1 and up
EMT-B Pocket Prep,MEDICAL,4.5,2951,16.0,"50,000",Free,0,Everyone,Medical,"July 11, 2018",4.4 and up
EMT-B Pocket Prep,MEDICAL,4.5,2948,16.0,"50,000",Free,0,Everyone,Medical,"July 11, 2018",4.4 and up
Fon WiFi App – WiFi Connect,TOOLS,4.1,222,16.0,"50,000",Free,0,Everyone,Tools,"July 26, 2018",4.4 and up
Super Cars Wallpapers And Backgrounds,AUTO_AND_VEHICLES,4.6,197,3.4,"50,000",Free,0,Everyone,Auto & Vehicles,"June 14, 2018",4.0 and up
Universal AC Remote Control Simulator,FAMILY,3.0,119,3.9,"50,000",Free,0,Everyone,Entertainment,"December 22, 2017",4.0 and up
Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,3.9,"50,000",Free,0,Teen,Personalization,"October 3, 2017",2.3 and up
Mutual - LDS Dating,DATING,3.7,1439,38.0,"50,000",Free,0,Mature 17+,Dating,"July 30, 2018",4.2 and up
Winter Wonderland,GAME,4.0,1287,38.0,"50,000",Free,0,Everyone,Word,"December 18, 2013",2.2 and up
Elif Ba - Learn The Holy Quran,FAMILY,4.8,1491,38.0,"50,000",Free,0,Everyone,Education,"October 31, 2017",4.1 and up
Pick Your Part Garage,AUTO_AND_VEHICLES,3.9,142,32.0,"50,000",Free,0,Everyone,Auto & Vehicles,"July 24, 2018",6.0 and up
B,FINANCE,3.7,800,32.0,"50,000",Free,0,Everyone,Finance,"June 21, 2018",4.4 and up
Bleacher Report Live,SPORTS,4.0,232,32.0,"50,000",Free,0,Everyone,Sports,"August 1, 2018",5.0 and up
My C Spire,PRODUCTIVITY,4.1,376,32.0,"50,000",Free,0,Everyone,Productivity,"July 23, 2018",4.4 and up
e-DN - den digitala tidningen från Dagens Nyheter,NEWS_AND_MAGAZINES,2.2,160,32.0,"50,000",Free,0,Everyone 10+,News & Magazines,"May 24, 2018",4.4 and up
reality.cz,HOUSE_AND_HOME,4.1,1372,5.4,"50,000",Free,0,Everyone,House & Home,"February 15, 2018",4.1 and up
AP Psychology Prep: Practice Tests and Flashcards,FAMILY,4.5,242,5.4,"50,000",Free,0,Everyone,Education,"July 3, 2018",4.1 and up
Profile Pictures - Best DP Status,FAMILY,4.3,131,5.4,"50,000",Free,0,Everyone,Entertainment,"November 29, 2017",4.1 and up
H-Kakashi - theme Xperia™,PERSONALIZATION,4.6,621,5.4,"50,000",Free,0,Everyone,Personalization,"December 1, 2017",4.4 and up
Organizer,PRODUCTIVITY,4.4,936,5.4,"50,000",Paid,$2.99,Everyone,Productivity,"June 17, 2018",4.0 and up
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18.0,"50,000",Free,0,Mature 17+,Education,"May 28, 2018",5.0 and up
Next Gen Science Standards,EDUCATION,4.3,206,18.0,"50,000",Free,0,Everyone,Education,"December 20, 2016",2.3 and up
AE Jewels,GAME,4.2,960,18.0,"50,000",Free,0,Everyone,Action,"August 20, 2015",3.0 and up
AE Video Poker,GAME,4.0,721,18.0,"50,000",Free,0,Teen,Casino,"December 31, 2015",2.3 and up
Forgotten Hill: Fall,GAME,4.4,1063,18.0,"50,000",Free,0,Teen,Adventure,"October 30, 2017",3.0 and up
AK Math Coach,FAMILY,3.6,283,18.0,"50,000",Free,0,Everyone,Education,"May 19, 2015",2.3.3 and up
